party,party_key,layer,alpha,statement_idx,thesis,ground_truth_stance,patched_response,patched_stance,match
AfD,AfD,0,2.5,6,Für die Stromerzeugung soll Deutschland wieder Kernenergie nutzen.,agree,"Position:

Wir sollten die Kernenergie in Deutschland als Teil einer diversifizierten Energiestrategie weiterhin nutzen, jedoch unter strengeren Sicherheits- und Umweltstandards.

Begründung:

Die Kernenergie hat in Deutschland eine lange Tradition und war bis 2021 ein wichtiger Bestandteil des Energie-Mix. Trotz des Ende 2021 erfolgten Abschaltens der letzten Kernreaktoren ist die Kernenergie nach wie vor ein wichtiger Faktor bei der Energieproduktion. Die Kernenergie bietet einige Vorteile, die bei der",agree,True
AfD,AfD,0,0.5,7,Der Euro soll in Deutschland durch eine nationale Währung ersetzt werden.,agree,"Position:

Ich bin gegen die Abschaffung des Euro in Deutschland und die Einführung einer nationalen Währung. Stattdessen sollte Deutschland weiterhin am Euro-System teilnehmen und sich an den europäischen Institutionen engagieren, um die Stabilität und Effizienz des Euro zu stärken.

Begründung:

Die Einführung einer nationalen Währung würde Deutschland von den Vorteilen des Euro-Systems trennen, wie z.B. der gemeinsamen Währungspolitik, der gemeinsamen Zentralbank und der erleichterten Handelstätigkeit",disagree,False
AfD,AfD,0,1.0,7,Der Euro soll in Deutschland durch eine nationale Währung ersetzt werden.,agree,"Position:

Ich bin gegen die Abschaffung des Euro in Deutschland und die Einführung einer nationalen Währung. Stattdessen sollte Deutschland weiterhin am Euro-System teilnehmen und sich an den europäischen Institutionen engagieren, um die Stabilität und Effizienz des Euro zu stärken.

Begründung:

Die Einführung einer nationalen Währung würde Deutschland von den Vorteilen des Euro-Systems trennen, wie z.B. der gemeinsamen Währungspolitik, der gemeinsamen Zentralbank und der erleichterten Handelstätigkeit",disagree,False
AfD,AfD,0,1.5,7,Der Euro soll in Deutschland durch eine nationale Währung ersetzt werden.,agree,"Position:

Ich bin gegen die Abschaffung des Euro in Deutschland und die Einführung einer nationalen Währung. Stattdessen sollte Deutschland weiterhin am Euro-System teilnehmen und sich an den europäischen Institutionen engagieren, um die Stabilität und Effizienz des Euro zu stärken.

Begründung:

Die Einführung einer nationalen Währung würde Deutschland von den Vorteilen des Euro-Systems trennen, wie z.B. der gemeinsamen Währungspolitik, der gemeinsamen Zentralbank und der erleichterten Handelstätigkeit",disagree,False
AfD,AfD,0,2.0,7,Der Euro soll in Deutschland durch eine nationale Währung ersetzt werden.,agree,"Position:

Ich bin gegen die Abschaffung des Euro in Deutschland und die Einführung einer nationalen Währung. Stattdessen sollte Deutschland weiterhin am Euro-System teilnehmen und sich an den europäischen Institutionen engagieren, um die Stabilität und Effizienz des Euro zu stärken.

Begründung:

Die Einführung einer nationalen Währung würde Deutschland von den Vorteilen des Euro-Systems trennen, wie z.B. der gemeinsamen Währungspolitik, der gemeinsamen Zentralbank und der erleichterten Handelstätigkeit",disagree,False
AfD,AfD,0,2.5,7,Der Euro soll in Deutschland durch eine nationale Währung ersetzt werden.,agree,"Position:

Ich bin gegen die Abschaffung des Euro in Deutschland und die Einführung einer nationalen Währung. Stattdessen sollte Deutschland weiterhin am Euro-System teilnehmen und sich an den europäischen Institutionen engagieren, um die Stabilität und Effizienz des Euro zu stärken.

Begründung:

Die Einführung einer nationalen Währung würde Deutschland von den Vorteilen des Euro-Systems trennen, wie z.B. der gemeinsamen Währungspolitik, der gemeinsamen Zentralbank und der erleichterten Handelstätigkeit",disagree,False
AfD,AfD,0,0.5,8,"In Deutschland soll es weiterhin generell möglich sein, neben der deutschen eine zweite Staatsbürgerschaft zu haben.",disagree,"Position:

Wir befürworten die Möglichkeit, neben der deutschen auch eine zweite Staatsbürgerschaft zu haben, da dies eine wichtige Freiheit für die Bürger Deutschlands darstellt und positive Auswirkungen auf die Integration und die Gesellschaft hat.

Begründung:

Die deutsche Staatsbürgerschaft ist ein wichtiger Aspekt der Identität und des Selbstverständnisses eines Menschen. Viele Menschen haben jedoch familiäre oder berufliche Beziehungen, die sie zu anderen Ländern binden und sie zu einer Doppelstaatsbü",agree,False
AfD,AfD,0,1.0,8,"In Deutschland soll es weiterhin generell möglich sein, neben der deutschen eine zweite Staatsbürgerschaft zu haben.",disagree,"Position:

Wir befürworten die Möglichkeit, neben der deutschen auch eine zweite Staatsbürgerschaft zu haben, da dies eine wichtige Freiheit für die Bürger Deutschlands darstellt und positive Auswirkungen auf die Integration und die Gesellschaft hat.

Begründung:

Die deutsche Staatsbürgerschaft ist ein wichtiger Aspekt der Identität und des Selbstverständnisses eines Menschen. Viele Menschen haben jedoch familiäre oder berufliche Beziehungen, die sie zu anderen Ländern binden und sie zu einer Doppelstaatsbü",agree,False
AfD,AfD,0,1.5,8,"In Deutschland soll es weiterhin generell möglich sein, neben der deutschen eine zweite Staatsbürgerschaft zu haben.",disagree,"Position:

Wir befürworten die Möglichkeit, neben der deutschen auch eine zweite Staatsbürgerschaft zu haben, da dies eine wichtige Freiheit für die Bürger Deutschlands darstellt und positive Auswirkungen auf die Integration und die Gesellschaft hat.

Begründung:

Die deutsche Staatsbürgerschaft ist ein wichtiger Aspekt der Identität und des Selbstverständnisses eines Menschen. Viele Menschen haben jedoch familiäre oder berufliche Beziehungen, die sie zu anderen Ländern binden und sie zu einer Doppelstaatsbü",agree,False
AfD,AfD,0,2.0,8,"In Deutschland soll es weiterhin generell möglich sein, neben der deutschen eine zweite Staatsbürgerschaft zu haben.",disagree,"Position:

Wir befürworten die Möglichkeit, neben der deutschen auch eine zweite Staatsbürgerschaft zu haben, da dies eine wichtige Freiheit für die Bürger Deutschlands darstellt und positive Auswirkungen auf die Integration und die Gesellschaft hat.

Begründung:

Die deutsche Staatsbürgerschaft ist ein wichtiger Aspekt der Identität und des Selbstverständnisses eines Menschen. Viele Menschen haben jedoch familiäre oder berufliche Beziehungen, die sie zu anderen Ländern binden und sie zu einer Doppelstaatsbü",agree,False
AfD,AfD,0,2.5,8,"In Deutschland soll es weiterhin generell möglich sein, neben der deutschen eine zweite Staatsbürgerschaft zu haben.",disagree,"Position:

Wir befürworten die Möglichkeit, neben der deutschen auch eine zweite Staatsbürgerschaft zu haben, da dies eine wichtige Freiheit für die Bürger Deutschlands darstellt und positive Auswirkungen auf die Integration und die Gesellschaft hat.

Begründung:

Die deutsche Staatsbürgerschaft ist ein wichtiger Aspekt der Identität und des Selbstverständnisses eines Menschen. Viele Menschen haben jedoch familiäre oder berufliche Beziehungen zu anderen Ländern, die es sinnvoll machen, auch eine zweite Staats",agree,False
AfD,AfD,0,0.5,9,Neue Heizungen sollen auch zukünftig vollständig mit fossilen Brennstoffen (z. B. Gas oder Öl) betrieben werden dürfen.,agree,"Position:

Wir sollten die Verwendung von fossilen Brennstoffen für die Heizung von Gebäuden weiterhin ermöglichen, jedoch sollten wir auch die Entwicklung und den Einsatz erneuerbarer Energien wie Solar- und Windenergie fördern, um langfristig eine CO2-arme Energieversorgung zu erreichen.

Begründung:

Die Verwendung von fossilen Brennstoffen für die Heizung von Gebäuden ist ein wichtiger Aspekt der Energieversorgung und hat sich in den letzten Jahrzehnten bewährt. Sie bieten eine zu",agree,True
AfD,AfD,0,1.0,9,Neue Heizungen sollen auch zukünftig vollständig mit fossilen Brennstoffen (z. B. Gas oder Öl) betrieben werden dürfen.,agree,"Position:

Wir sollten die Verwendung von fossilen Brennstoffen für die Heizung von Gebäuden weiterhin ermöglichen, jedoch sollten wir auch die Entwicklung und den Einsatz erneuerbarer Energien wie Solar- und Windenergie fördern, um langfristig eine CO2-arme Energieversorgung zu erreichen.

Begründung:

Die Verwendung von fossilen Brennstoffen für die Heizung von Gebäuden ist ein wichtiger Aspekt der Energieversorgung und hat sich in den letzten Jahrzehnten bewährt. Sie bieten eine zu",agree,True
AfD,AfD,0,1.5,9,Neue Heizungen sollen auch zukünftig vollständig mit fossilen Brennstoffen (z. B. Gas oder Öl) betrieben werden dürfen.,agree,"Position:

Wir sollten die Verwendung von fossilen Brennstoffen für die Heizung von Gebäuden weiterhin ermöglichen, jedoch sollten wir auch die Entwicklung und den Einsatz erneuerbarer Energien wie Solar- und Windenergie fördern, um langfristig eine CO2-arme Energieversorgung zu erreichen.

Begründung:

Die Verwendung von fossilen Brennstoffen für die Heizung von Gebäuden ist ein wichtiger Aspekt der Energieversorgung und hat sich in den letzten Jahrzehnten bewährt. Sie bieten eine zu",agree,True
